application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
102735,55.0,41347.0,300.0,46326.0,10.0,0.63,4,Self-Employed,Divorced,Bachelors,Owned,Tier1,Gold,2024-12-01,Approved
102736,48.0,127063.0,361.0,19356.0,13.0,0.08,4,Self-Employed,Single,Masters,Rented,Tier2,Silver,2025-04-26,Rejected
102737,34.0,49102.0,,18094.0,31.0,0.47,5,Self-Employed,Married,Masters,Owned,Tier3,Gold,2025-12-05,Approved
102738,30.0,29263.0,317.0,38853.0,15.0,0.45,5,Business,Single,High School,Owned,Tier1,Platinum,2025-09-28,Rejected
102739,36.0,133585.0,670.0,6646.0,28.0,0.19,7,Self-Employed,Married,Masters,Family,Tier3,Platinum,2024-03-06,Approved
102740,36.0,92438.0,534.0,47925.0,33.0,0.08,7,Salaried,Single,High School,Family,Tier3,Silver,2025-09-30,Approved
102741,51.0,121359.0,368.0,44927.0,25.0,0.14,7,Business,Married,High School,Owned,Tier3,Platinum,2025-04-21,Approved
102742,62.0,186612.0,746.0,12991.0,4.0,0.23,5,Business,Divorced,High School,Owned,Tier1,Gold,2024-04-15,Rejected
102743,45.0,155251.0,307.0,19978.0,18.0,0.62,2,Self-Employed,Single,Bachelors,Rented,Tier1,Gold,2024-11-24,Rejected
102744,33.0,196915.0,761.0,18476.0,27.0,0.61,2,Business,Married,High School,Family,Tier2,Silver,2024-08-07,Approved
102745,26.0,,610.0,36723.0,27.0,0.09,7,Self-Employed,Divorced,Masters,Family,Tier2,Silver,2025-03-03,Rejected
102746,64.0,27994.0,433.0,25787.0,16.0,0.24,2,Self-Employed,Divorced,Masters,Family,Tier2,Platinum,2025-10-12,Approved
102747,29.0,128533.0,684.0,27157.0,18.0,0.63,4,Salaried,Married,Bachelors,Owned,Tier2,Gold,2024-09-13,Rejected
102748,56.0,92546.0,355.0,49509.0,26.0,0.2,7,Business,Single,Bachelors,Owned,Tier2,Gold,2025-12-10,Approved
102749,63.0,163449.0,659.0,45791.0,11.0,0.7,2,Business,Divorced,Bachelors,Rented,Tier3,Gold,2024-06-18,Approved
102750,40.0,103572.0,413.0,10635.0,2.0,0.22,0,Business,Married,Masters,Family,Tier2,Platinum,2025-04-05,Approved
102751,,51467.0,387.0,15932.0,3.0,0.53,4,Self-Employed,Single,Masters,Family,Tier1,Platinum,2025-03-04,Approved
102752,63.0,156120.0,437.0,37911.0,10.0,0.32,0,Business,Divorced,High School,Rented,Tier3,Gold,2024-12-12,Approved
102753,41.0,193050.0,407.0,41412.0,33.0,0.14,4,Salaried,Married,Masters,Rented,Tier2,Silver,2025-06-29,Rejected
102754,24.0,72606.0,799.0,36765.0,17.0,0.22,6,Business,Divorced,Bachelors,Rented,Tier2,Platinum,2024-04-16,Approved
102755,53.0,123112.0,834.0,38976.0,34.0,0.49,1,Business,Single,High School,Family,Tier3,Silver,2024-02-01,Rejected
102756,47.0,98414.0,443.0,10946.0,17.0,0.27,0,Salaried,Single,High School,Family,Tier3,Platinum,2024-11-12,Approved
102757,27.0,118145.0,355.0,20363.0,5.0,0.44,7,Self-Employed,Divorced,Bachelors,Family,Tier3,Platinum,2024-08-08,Rejected
102758,26.0,73115.0,305.0,15387.0,33.0,0.18,6,Self-Employed,Single,High School,Family,Tier3,Gold,2024-09-18,Rejected
102759,35.0,114606.0,841.0,4605.0,32.0,0.34,4,Business,Single,Bachelors,Rented,Tier2,Gold,2024-04-06,Approved
102760,38.0,65647.0,746.0,42405.0,7.0,0.38,3,Salaried,Married,Bachelors,Rented,Tier3,Platinum,2024-10-17,Approved
102761,52.0,79607.0,684.0,10152.0,19.0,0.32,4,Salaried,Divorced,Bachelors,Rented,Tier3,Platinum,2025-07-10,Approved
102762,31.0,46996.0,606.0,33898.0,19.0,0.18,1,Salaried,Divorced,Masters,Family,Tier2,Gold,2025-06-21,Rejected
102763,40.0,108697.0,601.0,36415.0,17.0,0.35,4,Self-Employed,Married,Bachelors,Rented,Tier3,Gold,2024-10-22,Approved
102764,44.0,71022.0,704.0,31343.0,26.0,0.5,1,Self-Employed,Single,Bachelors,Family,Tier1,Silver,2025-11-04,Approved
102765,35.0,65148.0,809.0,46039.0,,0.68,7,Self-Employed,Divorced,High School,Rented,Tier2,Silver,2025-08-13,Approved
102766,27.0,92764.0,372.0,48477.0,6.0,0.56,2,Salaried,Divorced,High School,Rented,Tier2,Silver,2024-09-10,Approved
102767,,116901.0,564.0,48654.0,21.0,0.15,0,Self-Employed,Married,Bachelors,Owned,Tier3,Gold,2025-08-26,Approved
102768,62.0,115724.0,526.0,40441.0,33.0,0.23,1,Business,Single,High School,Family,Tier2,Gold,2025-08-29,Approved
102769,46.0,,492.0,32848.0,12.0,0.1,3,Self-Employed,Married,Masters,Family,Tier2,Silver,2024-03-06,Approved
102770,64.0,33888.0,673.0,44394.0,31.0,0.14,0,Business,Divorced,Masters,Owned,Tier2,Gold,2024-05-29,Rejected
102771,34.0,195231.0,309.0,4729.0,23.0,0.21,4,Self-Employed,Single,,Owned,Tier1,Silver,2025-02-28,Rejected
102772,57.0,198269.0,601.0,38199.0,15.0,0.18,4,Business,Single,High School,Family,Tier2,,2024-11-10,Rejected
102773,41.0,123941.0,658.0,32455.0,13.0,0.19,1,Salaried,Married,High School,Owned,Tier1,Silver,2024-08-14,Approved
102774,38.0,180546.0,351.0,30812.0,6.0,0.2,6,Self-Employed,Single,High School,Family,Tier1,Platinum,2024-12-03,Rejected
102775,25.0,42333.0,398.0,2024.0,11.0,0.25,3,Business,Divorced,High School,Owned,Tier2,Silver,2025-11-02,Approved
102776,23.0,61355.0,312.0,27228.0,19.0,0.13,1,Salaried,Divorced,Masters,Family,Tier2,Platinum,2025-09-14,Approved
102777,43.0,154686.0,689.0,40807.0,32.0,0.23,6,Business,Divorced,Bachelors,Owned,Tier3,Silver,2024-03-10,Approved
102778,46.0,187217.0,656.0,17921.0,5.0,0.5,3,Self-Employed,Single,High School,Family,Tier1,Platinum,2025-01-22,Approved
102779,57.0,128170.0,310.0,33179.0,26.0,0.2,5,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,2024-12-15,Approved
102780,44.0,,,38359.0,12.0,0.16,1,Self-Employed,,High School,Owned,Tier2,Gold,2025-06-03,Rejected
102781,39.0,92664.0,560.0,33037.0,4.0,0.09,2,Salaried,Married,Bachelors,Rented,Tier1,Platinum,2024-12-06,Approved
102782,45.0,111153.0,305.0,34275.0,23.0,0.37,7,Self-Employed,Divorced,High School,Owned,Tier1,Silver,2024-01-22,Approved
102783,41.0,118616.0,757.0,37692.0,9.0,0.6,2,Salaried,Married,High School,Owned,Tier2,Gold,2025-10-15,Approved
102784,32.0,60285.0,672.0,9872.0,31.0,0.09,2,Salaried,Divorced,Masters,Family,Tier1,Gold,2025-12-13,Rejected
102785,61.0,173605.0,780.0,26335.0,8.0,0.4,1,Self-Employed,Married,Masters,Family,Tier2,Silver,2024-02-02,Rejected
102786,53.0,188696.0,521.0,21607.0,34.0,0.47,6,Self-Employed,Married,Masters,Family,Tier2,Gold,2024-01-18,Approved
102787,24.0,71996.0,380.0,35961.0,11.0,0.44,0,Self-Employed,Single,Masters,Family,Tier1,Gold,2025-10-17,Approved
102788,62.0,71947.0,814.0,25466.0,10.0,0.62,4,Self-Employed,Married,,Owned,Tier2,Gold,2024-01-30,Rejected
102789,27.0,184028.0,359.0,16762.0,7.0,0.61,0,Business,Single,Masters,Family,Tier2,Silver,2025-01-10,Rejected
102790,42.0,76030.0,520.0,19930.0,9.0,0.09,4,Business,Divorced,Bachelors,Owned,Tier1,Platinum,2025-09-11,Rejected
102791,53.0,67443.0,648.0,5655.0,13.0,0.28,3,,Married,Masters,Family,Tier3,Silver,2024-01-14,Approved
102792,37.0,153344.0,527.0,6019.0,29.0,0.49,2,Salaried,Married,Bachelors,Owned,Tier2,Silver,2025-09-07,Approved
102793,44.0,90464.0,589.0,37342.0,0.0,0.67,2,Salaried,Divorced,Bachelors,Rented,Tier2,Platinum,2024-04-10,Approved
102794,54.0,153019.0,592.0,40314.0,11.0,0.57,4,Business,Divorced,High School,Family,Tier1,Silver,2024-08-09,Rejected
102795,48.0,160024.0,,20664.0,4.0,0.16,7,Self-Employed,Married,Masters,Family,Tier1,Platinum,2024-07-31,Approved
102796,63.0,145454.0,773.0,48445.0,13.0,0.23,2,Salaried,Married,Masters,Family,Tier1,Gold,2024-09-11,Approved
102797,61.0,149444.0,556.0,49978.0,16.0,0.55,0,Salaried,Single,Bachelors,Family,Tier1,Gold,2025-10-07,Rejected
102798,59.0,137175.0,805.0,17924.0,21.0,0.36,1,Salaried,Single,Bachelors,Family,Tier1,Silver,2025-06-08,Approved
102799,42.0,67460.0,687.0,47255.0,30.0,0.41,2,Salaried,Married,Masters,Rented,Tier3,Silver,2025-11-22,Approved
102800,37.0,178868.0,697.0,23546.0,25.0,0.45,5,Business,Married,Bachelors,Owned,Tier3,Gold,2025-05-14,Approved
102801,54.0,187818.0,665.0,15830.0,12.0,0.12,6,Business,Divorced,High School,Owned,Tier2,Platinum,2025-05-08,Approved
102802,26.0,25015.0,589.0,13642.0,2.0,0.61,6,Salaried,Divorced,Masters,Family,Tier2,Gold,2025-01-15,Rejected
102803,26.0,74757.0,608.0,24086.0,10.0,0.61,2,Self-Employed,Single,High School,Rented,Tier3,Silver,2024-08-07,Approved
102804,54.0,182029.0,577.0,38947.0,4.0,0.35,5,Business,Single,High School,Family,Tier3,Gold,2024-03-21,Approved
102805,21.0,106541.0,763.0,48791.0,3.0,0.46,3,Salaried,Divorced,Masters,Family,Tier1,Gold,2024-07-23,Approved
102806,30.0,46292.0,488.0,31462.0,31.0,0.48,1,Business,Divorced,Masters,Family,Tier2,Platinum,2025-05-05,Approved
102807,41.0,147694.0,477.0,40140.0,9.0,0.17,4,Salaried,Divorced,Bachelors,Family,Tier1,Gold,2024-08-12,Approved
102808,25.0,187948.0,827.0,46202.0,9.0,0.12,7,Self-Employed,Divorced,High School,Owned,Tier1,Platinum,2025-09-04,Approved
102809,22.0,72046.0,674.0,45329.0,17.0,0.06,1,Salaried,Divorced,Masters,Family,Tier1,Gold,2025-04-25,Approved
102810,42.0,39817.0,753.0,33076.0,22.0,0.64,1,Salaried,Divorced,Masters,Family,Tier2,Platinum,2024-04-07,Approved
102811,22.0,,516.0,45782.0,17.0,0.27,4,Salaried,Single,High School,Family,Tier2,Platinum,2024-05-06,Approved
102812,30.0,31412.0,341.0,44339.0,34.0,0.11,1,Self-Employed,Divorced,Bachelors,Family,Tier1,Gold,2024-07-31,Approved
102813,54.0,45504.0,493.0,42358.0,2.0,0.35,3,Salaried,Married,Masters,Rented,Tier2,Gold,2024-07-24,Rejected
102814,36.0,133500.0,626.0,23203.0,0.0,0.1,5,Salaried,Married,High School,Rented,Tier3,Gold,2025-08-25,Approved
102815,59.0,33507.0,672.0,48939.0,16.0,0.11,7,Business,Married,High School,Owned,Tier1,Platinum,2025-02-26,Rejected
102816,42.0,46050.0,764.0,45366.0,5.0,0.37,0,Salaried,Married,Bachelors,Rented,Tier1,Silver,2025-03-07,Approved
102817,,160892.0,462.0,28856.0,10.0,0.38,7,Business,Single,Masters,Rented,Tier1,Silver,2024-11-16,Rejected
102818,44.0,163907.0,575.0,,13.0,0.43,1,Salaried,Married,High School,Rented,Tier1,,2025-09-23,Approved
102819,60.0,125153.0,663.0,46642.0,27.0,0.48,0,Self-Employed,Single,Bachelors,Owned,Tier1,Platinum,2024-12-07,Approved
102820,58.0,38587.0,779.0,10486.0,10.0,0.48,3,Self-Employed,Married,Masters,Rented,Tier3,Platinum,2025-11-15,Approved
102821,30.0,82732.0,759.0,33158.0,3.0,0.33,3,Self-Employed,Divorced,Masters,Owned,Tier1,Gold,2024-01-03,Rejected
102822,55.0,76921.0,564.0,15681.0,5.0,0.47,6,Salaried,Divorced,Masters,Owned,Tier2,Gold,2024-11-01,Approved
102823,52.0,142734.0,838.0,12701.0,18.0,0.25,6,Self-Employed,Divorced,Masters,Rented,Tier2,Gold,2025-10-02,Approved
102824,27.0,155104.0,685.0,16372.0,30.0,0.34,1,Self-Employed,Divorced,Masters,Family,Tier3,Silver,2024-12-20,Rejected
102825,41.0,162912.0,384.0,27611.0,1.0,0.31,2,Salaried,Single,Bachelors,Family,Tier1,Gold,2024-02-21,Rejected
102826,40.0,56440.0,615.0,6523.0,24.0,0.26,1,Business,Divorced,High School,Family,Tier3,Silver,2024-06-14,Approved
102827,46.0,60183.0,542.0,46793.0,10.0,0.21,0,Salaried,Divorced,Bachelors,Rented,Tier3,Gold,2024-09-04,Rejected
102828,24.0,121172.0,768.0,21233.0,20.0,0.1,3,Salaried,Single,High School,Family,Tier2,Silver,2025-06-05,Approved
102829,42.0,158461.0,641.0,25955.0,2.0,0.38,0,Business,Married,Bachelors,Rented,Tier1,Platinum,2024-03-28,Rejected
102830,35.0,139515.0,,4763.0,1.0,0.4,0,Self-Employed,Single,Masters,Rented,Tier1,Platinum,2024-08-26,Approved
102831,,148183.0,429.0,48524.0,10.0,0.27,6,Salaried,Married,Bachelors,Rented,Tier1,Platinum,2024-11-03,Rejected
102832,41.0,91299.0,382.0,47259.0,23.0,0.68,7,Business,Divorced,High School,Owned,Tier3,Silver,2024-09-20,Rejected
102833,35.0,140503.0,659.0,43621.0,23.0,0.41,4,Business,Single,Masters,Rented,Tier1,Silver,2025-07-23,Approved
102834,42.0,64023.0,387.0,20442.0,20.0,0.63,3,Self-Employed,Married,High School,Owned,Tier3,Gold,2025-11-19,Approved
102835,48.0,64941.0,831.0,26882.0,24.0,0.42,3,Salaried,Single,Masters,Owned,Tier3,Silver,2025-01-22,Approved
102836,34.0,146677.0,770.0,3465.0,3.0,0.17,0,Business,Married,Masters,Rented,Tier2,Silver,2024-10-16,Approved
102837,47.0,101054.0,797.0,5451.0,22.0,0.68,7,Salaried,Divorced,Masters,Owned,Tier1,Gold,2025-02-19,Approved
102838,61.0,90363.0,806.0,17061.0,23.0,0.63,5,Salaried,Divorced,High School,Owned,Tier3,Silver,2024-09-06,Approved
102839,60.0,86742.0,653.0,1015.0,20.0,0.36,3,Self-Employed,Divorced,High School,Rented,Tier2,Silver,2024-09-01,Approved
102840,48.0,70215.0,715.0,5410.0,1.0,0.21,5,Salaried,Married,Bachelors,Rented,Tier2,Platinum,2025-01-28,Approved
102841,46.0,72857.0,350.0,19964.0,22.0,0.19,5,Self-Employed,Divorced,High School,Family,Tier1,Gold,2025-04-05,Rejected
102842,22.0,80476.0,362.0,6135.0,14.0,0.57,1,Business,Single,Bachelors,Owned,Tier2,Platinum,2025-12-18,Rejected
102843,45.0,184245.0,388.0,49592.0,25.0,0.09,4,Self-Employed,Married,High School,Rented,Tier2,Silver,2025-01-10,Approved
102844,23.0,165467.0,489.0,8948.0,25.0,0.46,1,Self-Employed,Single,Masters,Rented,Tier3,Gold,2024-12-21,Approved
102845,28.0,84768.0,647.0,5789.0,,0.47,7,Business,Married,Bachelors,Rented,Tier2,Gold,2024-04-24,Approved
102846,64.0,128591.0,837.0,42028.0,25.0,0.17,6,Self-Employed,Married,Bachelors,Rented,Tier3,Platinum,2025-09-29,Approved
102847,53.0,71229.0,475.0,9602.0,1.0,0.51,2,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,2025-05-21,Approved
102848,62.0,182711.0,663.0,8232.0,34.0,0.51,2,,Divorced,Bachelors,Owned,Tier3,Platinum,2025-12-07,Approved
102849,55.0,136706.0,782.0,44819.0,31.0,0.28,5,Self-Employed,Single,High School,Owned,Tier3,Gold,2024-11-15,Approved
102850,26.0,87583.0,418.0,48950.0,29.0,0.36,0,Salaried,Divorced,Bachelors,Rented,Tier2,,2024-06-24,Approved
102851,59.0,184996.0,468.0,5835.0,19.0,0.59,5,Self-Employed,Single,Masters,Family,Tier1,Gold,2025-01-13,Approved
102852,43.0,151011.0,446.0,27066.0,12.0,0.39,2,Self-Employed,Married,High School,Family,Tier2,Gold,2024-06-29,Rejected
102853,45.0,55104.0,736.0,29381.0,26.0,0.45,7,Salaried,Single,Masters,Owned,Tier3,Silver,2025-01-26,Rejected
102854,63.0,62594.0,738.0,37111.0,22.0,0.32,1,Self-Employed,Single,High School,Rented,Tier3,Platinum,2024-06-23,Approved
102855,39.0,28664.0,488.0,11769.0,15.0,0.15,2,Business,Married,High School,Owned,Tier3,Gold,2025-07-26,Approved
102856,25.0,35528.0,459.0,17656.0,30.0,0.7,7,Business,Divorced,,Rented,Tier1,Silver,2025-09-19,Rejected
102857,31.0,184262.0,701.0,1819.0,11.0,0.4,0,Salaried,Divorced,Masters,Rented,Tier1,Platinum,2025-06-22,Approved
102858,32.0,153404.0,317.0,36383.0,32.0,0.27,3,Business,Married,Masters,Family,Tier1,Gold,2024-11-24,Approved
102859,30.0,57899.0,439.0,14148.0,,0.51,4,Self-Employed,Divorced,Masters,Rented,Tier2,Silver,2024-01-20,Approved
102860,28.0,,414.0,7069.0,1.0,0.45,7,Business,Divorced,High School,Rented,Tier2,Gold,2025-01-28,Rejected
102861,44.0,42241.0,627.0,6640.0,22.0,0.2,0,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,2025-06-23,Rejected
102862,48.0,,524.0,37752.0,,0.62,0,Self-Employed,Married,High School,Rented,Tier2,Platinum,2024-06-28,Approved
102863,61.0,88472.0,738.0,22274.0,14.0,0.1,0,Self-Employed,Married,Bachelors,Owned,Tier1,,2024-05-09,Rejected
102864,56.0,56346.0,849.0,8701.0,7.0,0.44,1,Self-Employed,Single,Masters,Rented,Tier1,,2025-11-08,Approved
102865,57.0,106196.0,685.0,20365.0,21.0,0.36,3,Self-Employed,Single,Masters,Family,Tier3,Silver,2025-10-02,Approved
102866,41.0,129451.0,820.0,4039.0,33.0,0.26,0,Business,Single,Masters,Owned,Tier1,Silver,2024-07-04,Approved
102867,28.0,127908.0,552.0,32915.0,0.0,0.59,3,Self-Employed,Divorced,Masters,Family,Tier2,Gold,2025-12-04,Rejected
102868,29.0,198292.0,397.0,44642.0,9.0,0.48,5,Salaried,Single,High School,Rented,Tier2,Silver,2025-01-21,Approved
102869,35.0,174014.0,370.0,48839.0,15.0,0.54,6,Salaried,Divorced,Bachelors,Family,Tier2,Gold,2024-03-09,Approved
102870,60.0,74167.0,850.0,45897.0,23.0,0.32,6,Salaried,Divorced,Masters,Owned,Tier1,Platinum,2024-04-27,Rejected
102871,38.0,61373.0,746.0,47889.0,23.0,0.66,0,Business,Divorced,Bachelors,Family,Tier1,Silver,2024-01-08,Approved
102872,62.0,92143.0,389.0,46422.0,13.0,0.27,1,Salaried,Single,,Rented,Tier1,Gold,2025-08-10,Approved
102873,40.0,145623.0,729.0,42215.0,25.0,0.4,7,Self-Employed,Single,High School,Rented,Tier1,Gold,2025-04-12,Rejected
102874,26.0,135013.0,518.0,3487.0,17.0,0.66,0,Business,Single,High School,Family,Tier2,Platinum,2025-10-15,Rejected
102875,32.0,27016.0,406.0,35126.0,19.0,0.1,6,Business,Divorced,High School,Rented,Tier1,Silver,2024-08-07,Rejected
102876,22.0,94110.0,775.0,28058.0,23.0,0.12,5,Self-Employed,Divorced,High School,Owned,Tier3,Silver,2025-01-16,Rejected
102877,27.0,32274.0,753.0,29108.0,25.0,0.7,2,Salaried,Married,Bachelors,Owned,Tier3,Gold,2024-02-12,Rejected
102878,36.0,40748.0,843.0,9499.0,28.0,0.68,1,Self-Employed,Married,Masters,Owned,Tier1,Gold,2025-07-07,Rejected
102879,23.0,176247.0,425.0,7131.0,21.0,0.55,6,Salaried,,Masters,Family,Tier3,Silver,2024-06-23,Rejected
102880,23.0,36826.0,446.0,36934.0,10.0,0.36,0,Salaried,Married,Bachelors,Family,Tier1,Platinum,2025-09-14,Approved
102881,47.0,108008.0,579.0,25984.0,10.0,0.38,0,Salaried,Divorced,Masters,Owned,Tier3,Gold,2024-12-09,Approved
102882,63.0,154288.0,323.0,1825.0,2.0,0.22,0,Salaried,Married,Bachelors,Family,Tier1,Silver,2024-09-14,Rejected
102883,60.0,190201.0,419.0,2191.0,20.0,0.33,2,Salaried,Divorced,Bachelors,Owned,Tier1,Silver,2025-09-05,Approved
102884,58.0,179562.0,596.0,44094.0,10.0,0.33,7,Self-Employed,Married,Masters,Rented,Tier1,Gold,2024-08-20,Rejected
102885,53.0,130623.0,381.0,15707.0,7.0,0.07,2,Business,Divorced,High School,Family,Tier2,Silver,2024-02-02,Approved
102886,48.0,197507.0,747.0,40553.0,30.0,0.34,6,Business,Single,High School,Owned,Tier3,Platinum,2025-03-28,Rejected
102887,21.0,164592.0,769.0,29769.0,9.0,0.36,7,Business,Married,Masters,Owned,Tier3,Gold,2024-06-20,Rejected
102888,28.0,108106.0,722.0,7813.0,5.0,0.48,0,Self-Employed,Divorced,High School,Owned,Tier1,Platinum,2024-03-28,Approved
102889,57.0,175870.0,844.0,27350.0,16.0,0.39,6,Self-Employed,Single,Masters,Family,Tier2,Platinum,2025-02-15,Rejected
102890,52.0,79638.0,323.0,23025.0,6.0,0.61,2,Business,Divorced,Masters,Rented,Tier2,Platinum,2025-03-07,Approved
102891,63.0,94072.0,360.0,29992.0,31.0,0.29,0,Salaried,Single,Masters,,Tier2,Platinum,2024-08-12,Approved
102892,57.0,92309.0,383.0,17917.0,12.0,0.32,2,Business,Divorced,High School,Owned,Tier2,Platinum,2025-09-16,Approved
102893,24.0,185966.0,524.0,44827.0,5.0,0.42,3,Business,Divorced,Bachelors,Family,Tier3,Gold,2025-03-17,Rejected
102894,50.0,149724.0,485.0,23894.0,2.0,0.18,5,Salaried,Divorced,Bachelors,Rented,Tier2,Silver,2024-03-29,Approved
102895,26.0,152843.0,674.0,34975.0,26.0,0.31,6,Salaried,Married,High School,Rented,Tier3,Gold,2025-11-07,Approved
102896,39.0,60326.0,371.0,25992.0,25.0,0.5,7,Salaried,Single,High School,Family,Tier1,Silver,2024-10-11,Approved
102897,52.0,30079.0,373.0,44736.0,3.0,0.32,0,Self-Employed,Single,Bachelors,Rented,Tier1,Silver,2024-06-28,Approved
102898,29.0,181910.0,640.0,2237.0,20.0,0.64,5,Salaried,Single,,Family,Tier1,Silver,2024-11-12,Rejected
102899,32.0,146412.0,452.0,5943.0,27.0,0.45,0,Business,Married,Bachelors,Family,Tier2,Platinum,2024-11-28,Approved
102900,31.0,112340.0,395.0,27519.0,17.0,0.15,4,Business,Married,Bachelors,Rented,Tier3,Platinum,2025-11-23,Approved
102901,36.0,110211.0,744.0,27756.0,31.0,0.37,4,Business,Single,Masters,Owned,Tier3,Silver,2025-09-16,Approved
102902,21.0,181666.0,409.0,44060.0,32.0,0.55,1,Business,Married,Masters,Family,Tier2,Silver,2024-03-17,Rejected
102903,41.0,67749.0,757.0,22220.0,25.0,0.47,3,Salaried,Married,Bachelors,,Tier3,Silver,2024-05-27,Rejected
102904,50.0,192364.0,350.0,48798.0,16.0,0.63,7,Self-Employed,Single,Masters,Rented,Tier2,Silver,2024-12-23,Approved
102905,33.0,143192.0,676.0,29694.0,28.0,0.54,7,Business,Divorced,Bachelors,Owned,Tier2,Platinum,2024-04-12,Rejected
102906,54.0,99534.0,372.0,49233.0,19.0,0.09,3,Salaried,Divorced,High School,Family,Tier2,Gold,2025-02-01,Approved
102907,24.0,104233.0,511.0,29250.0,29.0,0.12,1,Salaried,Single,Masters,Rented,Tier3,,2025-06-28,Rejected
102908,48.0,76818.0,731.0,14942.0,4.0,0.47,4,Self-Employed,Married,Masters,Family,Tier2,Platinum,2024-12-02,Approved
102909,58.0,136910.0,467.0,34227.0,5.0,0.2,6,Self-Employed,Married,High School,Rented,Tier2,Gold,2025-04-10,Approved
102910,51.0,38429.0,630.0,42609.0,9.0,0.43,1,Salaried,Single,Bachelors,Family,Tier1,Platinum,2024-12-28,Approved
102911,47.0,82748.0,793.0,13769.0,5.0,0.56,4,Business,Single,Masters,Owned,Tier1,Platinum,2024-01-12,Approved
102912,25.0,73807.0,442.0,17503.0,9.0,0.43,6,Business,Single,Masters,Family,Tier2,Silver,2025-07-10,Approved
102913,45.0,32140.0,744.0,11447.0,20.0,0.32,0,Self-Employed,Single,Masters,Owned,Tier2,Silver,2024-10-08,Approved
102914,23.0,88226.0,693.0,9509.0,3.0,0.47,7,Salaried,Married,Bachelors,,Tier1,Silver,2025-12-17,Rejected
102915,53.0,170973.0,811.0,23865.0,12.0,0.14,5,Business,Divorced,Masters,Family,Tier1,Platinum,2025-09-04,Approved
102916,24.0,113815.0,,17134.0,9.0,0.52,1,Salaried,Single,High School,Family,Tier3,Gold,2024-05-05,Approved
102917,45.0,53525.0,558.0,17201.0,15.0,0.5,2,Salaried,Married,Masters,Family,Tier3,Platinum,2025-10-05,Rejected
102918,40.0,45491.0,736.0,42353.0,18.0,0.38,5,Business,Single,High School,Family,Tier1,Gold,2024-07-03,Approved
102919,54.0,191052.0,648.0,19936.0,5.0,0.23,4,Business,Divorced,High School,Rented,Tier3,Platinum,2024-10-31,Approved
102920,46.0,33078.0,814.0,14258.0,25.0,0.57,0,Business,Single,Bachelors,Owned,Tier3,Silver,2025-07-10,Approved
102921,25.0,116654.0,748.0,22762.0,8.0,0.38,6,Self-Employed,Married,Bachelors,Owned,Tier3,Platinum,2025-07-12,Approved
102922,55.0,154101.0,698.0,4228.0,9.0,0.09,2,Self-Employed,Single,Masters,Rented,Tier2,Platinum,2025-12-14,Approved
102923,48.0,,513.0,,2.0,0.65,2,Salaried,Divorced,High School,Family,Tier1,Platinum,2025-02-15,Approved
102924,49.0,156940.0,845.0,,18.0,0.55,6,Business,Married,High School,Owned,Tier3,Gold,2024-01-12,Approved
102925,29.0,182470.0,588.0,48497.0,34.0,0.43,3,Business,Married,Bachelors,Rented,Tier1,Gold,2025-02-09,Rejected
102926,58.0,122356.0,558.0,6773.0,5.0,0.33,4,Salaried,Divorced,Masters,Rented,Tier2,Silver,2025-12-04,Approved
102927,26.0,138711.0,557.0,37765.0,28.0,0.67,0,Business,Single,Masters,Rented,Tier3,Platinum,2025-08-19,Approved
102928,39.0,46246.0,687.0,41075.0,18.0,0.55,4,Business,Single,High School,Owned,Tier2,Silver,2025-06-10,Rejected
